,Seed,Metric,ExtraTrees,KNN
0,1147529328,0.7061224489795919,0.7346938775510204,0.6530612244897959
1,1823172028,0.673469387755102,0.6816326530612244,0.6530612244897959
2,2515591028,0.6612244897959184,0.6979591836734694,0.636734693877551
3,3163799828,0.746938775510204,0.7428571428571429,0.7387755102040816
4,3842979828,0.6857142857142857,0.710204081632653,0.6653061224489796
5,242039832,0.6857142857142857,0.6979591836734694,0.6489795918367347
6,901246332,0.6857142857142857,0.7020408163265306,0.6857142857142857
7,1532136932,0.6571428571428571,0.673469387755102,0.6489795918367347
8,2198631232,0.673469387755102,0.7224489795918367,0.6204081632653061
9,2863321032,0.6408163265306123,0.6816326530612244,0.6163265306122448
